"system","users","cycle","cycle_hour","process_A","process_B","process_C"
"KittenInc",1,4.27329517292342,842.441220257946,0.714298702658264,1.64444993374766,1.58682584803183
"KittenInc",5,8.00730748889051,2247.94664435874,1.22649495589115,4.03424400367178,0.88104187099158
"DragonInc",50,12.9416078345926,13908.6272973644,0.938859497287669,5.8424846112742,1.38497678784219
"DragonInc",10,8.52496632038786,4222.89058361489,0.975991113332427,4.28347447980484,1.65690661726257
"DragonInc",10,7.78710287482204,4623.02868970673,0.853518403417294,3.9791674591662,1.1676269587409
"KittenInc",5,11.7018910003448,1538.21292639537,0.847934457262492,5.61770009792759,1.43493337571972
"DragonInc",10,9.42232038583239,3820.71491159761,0.356657140266576,4.15390066579112,1.30182138285427
"DragonInc",5,5.4745061998303,3287.96778064805,0.784531941390908,2.21726667567508,1.37799841951615
"DragonInc",50,12.0834653329785,14896.3889943674,0.487671936711898,6.13596952611199,1.719998201178
"DragonInc",10,9.7181362060421,3704.414018978,0.911805259923165,4.72577952432417,1.58665850762367
"DragonInc",10,9.84479222322324,3656.75569211896,0.831008701724707,4.11720603360668,1.47945986394545
"KittenInc",10,13.3124031587566,2704.24502403385,0.470626132491905,7.67557033237203,1.56218703697598
"KittenInc",5,9.15145589286242,1966.90015345415,0.990175811189939,4.79905088698441,1.30186896782164
"DragonInc",5,5.90348681191668,3049.04551724677,0.649248558801435,3.06880767496417,1.38958645689286
"KittenInc",1,5.08983288657908,707.292376826853,0.751284098306025,1.66343145459476,1.13220346543379
"KittenInc",10,13.6484871264709,2637.65497717171,0.789554474153659,7.83091271993932,1.88142168246226
"DragonInc",1,4.4216442716391,814.176758426901,1.01913912394884,1.48306186343206,0.876040895672083
"KittenInc",5,7.99679135316015,2250.9027940171,0.824119714926621,3.36914023949373,1.47718590997756
"DragonInc",50,10.7070285695193,16811.3869157333,0.559594356517045,5.91050393580989,1.47410136241023
"KittenInc",1,4.9053409615869,733.893938910901,0.965807286129948,1.33202387426324,1.41131250755348
"DragonInc",5,8.49281111722931,2119.43957678318,0.545285105571088,3.8460506361967,1.4460003969426
"KittenInc",5,8.11232098209357,2218.84711412821,0.521720448028482,4.29716584088464,1.34176404241242
"KittenInc",1,5.27655074729146,682.263882679028,0.719262422038406,1.44281253539771,1.72548095974838
"DragonInc",5,7.60498592391538,2366.86828615888,0.387548024175746,3.56307347006166,1.54965247916457
"KittenInc",50,20.5653829614276,8752.57223936008,0.913479469724398,14.0863639531235,1.5182741538527
"DragonInc",1,4.40622901576685,817.025167579372,0.891572019745558,1.94846608167548,1.33194131344265
"DragonInc",1,5.89035630547068,611.168461346981,1.19978736959921,2.46943675780275,1.6035256005136
"KittenInc",5,8.4873497421222,2120.80337760409,0.768898605036142,4.39791686188157,1.41114367552494
"DragonInc",5,6.91933006529083,2601.40791523918,0.886680929250312,3.01666233575942,1.68497370057979
"KittenInc",50,20.3094398283348,8862.87369427453,0.867918527132371,13.4027789794668,1.96535389989187
"KittenInc",50,20.92903781875,8600.49093316372,0.61890510181891,14.5489831484535,1.38540184589876
"KittenInc",1,6.51152199743894,552.86613504737,0.686774278365693,2.0151948852392,1.47446485883409
"DragonInc",50,13.2049538408002,13631.2479521013,0.949542982838059,7.03206283125163,1.5940590184747
"DragonInc",10,8.76930000984259,4105.23074357063,0.931726814899441,3.02035012893935,1.25640389921782
"DragonInc",5,7.91071755848602,2275.39409249809,0.665423724598887,3.7659202583745,1.65051307842755
"KittenInc",5,8.72635429862592,2062.71707336411,0.511928093754496,4.89328090566396,1.195237153346
"DragonInc",1,4.13072823612456,871.517029011212,0.809151530107981,1.59488985858145,1.52878468129356
"KittenInc",50,20.1511843030511,8932.47748087671,0.962420887791931,14.4142632394786,1.38516202574946
"KittenInc",1,5.65320433964919,636.806983032812,1.48179909697782,1.41973226589363,1.62463584928482
"DragonInc",5,6.39611883083673,2814.20662687176,1.07417384475476,2.97639964334447,1.09273977963283
"DragonInc",1,3.91692485816077,919.088348733454,0.691776201609548,1.73966308190402,1.41916703785918
"KittenInc",5,8.46650767004956,2126.02417684866,1.1248681363402,4.69515724091763,1.83292258886532
"KittenInc",1,5.63286260496104,639.106658988871,0.749585817095406,1.63765726062163,1.36723092760453
"DragonInc",50,11.2189637398475,16044.2625695167,0.553447704701592,6.13708670507206,1.5416111749205
"KittenInc",50,22.1573470694147,8123.71622993016,0.678852616713017,14.7136262381671,1.74423557094201
"DragonInc",1,5.89859960553755,610.314352684721,0.758284624972628,2.32607239300365,1.35462035130561
"KittenInc",5,9.56762059442354,1881.34550511872,0.886924183109662,3.75201523372848,0.914993884348818
"DragonInc",5,8.23890214863198,2184.75710419607,0.947886370125606,3.56228005357054,1.36563873584153
"DragonInc",5,6.39611883083673,2814.20662687176,1.07417384475476,2.97639964334447,1.09273977963283
"DragonInc",10,8.76930000984259,4105.23074357063,0.931726814899441,3.02035012893935,1.25640389921782
"DragonInc",10,9.42232038583239,3820.71491159761,0.356657140266576,4.15390066579112,1.30182138285427
"DragonInc",10,8.70775493434342,4134.24588443754,0.648540325209421,3.83361339984264,1.23581330876821
"KittenInc",10,16.0595392422993,2241.65833507722,0.894243349288154,9.20892262672067,1.55122490099851
"DragonInc",5,4.99217681598391,3605.6415194205,0.572878137963469,2.09398363626348,1.57378947612613
"KittenInc",5,10.2014984009197,1764.44668151663,1.04222478836962,5.46578934666788,1.67941778251147
"DragonInc",50,13.9310749093354,12920.7545843702,0.682780583495219,7.4939184024979,1.03313358676057
"DragonInc",5,7.83620770394484,2297.02946629893,0.3885112994625,3.22536820663587,1.55499594678186
"KittenInc",10,13.7829697899079,2611.91895133948,0.82109962056122,7.77461761489509,1.42319561021525
"KittenInc",5,8.77022186105373,2052.39961829624,0.53397257124519,4.19626561562446,1.5283761751848
"DragonInc",50,12.659300081769,14218.7955761648,0.772877710275608,6.82941951812847,2.0003642883374
"KittenInc",1,4.39107362459279,819.845055623236,0.994011757619076,1.45759217456148,1.1359621030266
"KittenInc",1,3.95688106143214,909.80748324465,0.636199593327111,1.480608548047,1.40510775254933
"KittenInc",5,9.56762059442354,1881.34550511872,0.886924183109662,3.75201523372848,0.914993884348818
"KittenInc",10,12.6193629504747,2852.75890243302,0.967266437297643,7.31756500354698,1.87781961790677
"DragonInc",5,6.42898160644192,2799.82135614819,0.8281596117041,3.18978975660795,1.36834654742547
"KittenInc",10,12.8015041434422,2812.16953856486,0.801209485931025,7.9821980454955,1.44161429060279
"DragonInc",1,3.54186651275523,1016.41323495265,0.573543097783532,1.21516178764324,1.72724202304835
"KittenInc",5,8.56683096739927,2101.12701750487,0.738243885725688,3.95317489450489,1.16889857915971
"KittenInc",1,6.37095844714667,565.064115527596,0.972201938085516,1.92062629298206,1.83187613989542
"DragonInc",1,4.95947327670482,725.883536243574,0.771608066391859,2.13600487481148,1.16480336838362
"KittenInc",1,4.81724329366808,747.315379468573,0.846687473035471,1.54642460019631,1.16726958292253
"DragonInc",5,6.87378756270172,2618.64362781167,0.799585159424674,2.53886541628333,1.99645108568472
"DragonInc",10,7.48832647417763,4807.48270313008,0.669178174835417,2.55455009740716,1.59335726481661
