"system","users","cycle","cycle_hour","process_A","process_B","process_C"
"DragonInc",5,6.72580243514772,2676.2605909944,0.560922720123516,2.66025506643604,1.69652547584389
"DragonInc",1,4.71635254754795,763.301717525687,0.941255796964985,2.2369119294142,1.45690331923037
"DragonInc",50,13.6511259695467,13185.7255146241,0.759810127381469,7.06518074340912,1.47311343183624
"DragonInc",1,5.95065172497189,604.975751629458,0.663231564787579,2.21224435042921,1.4950355553658
"DragonInc",5,5.87817739364478,3062.17366278547,0.389587622775075,2.55431055023235,1.98303805517565
"DragonInc",50,11.9263448443047,15092.637547367,0.713851195038419,6.55418150212745,1.46849864601641
"DragonInc",5,4.82975342338392,3726.89833664189,0.99028015408196,1.8402251583712,1.46541817435728
"KittenInc",5,8.4158910296502,2138.81096328171,0.702193286939197,4.77718957602276,1.92432013308798
"DragonInc",10,8.76930000984259,4105.23074357063,0.931726814899441,3.02035012893935,1.25640389921782
"DragonInc",10,9.63081841009177,3738.00008130949,0.823348324151469,5.3578678350604,1.55744935292896
"KittenInc",10,14.4703933998739,2487.83837489267,0.760781904361283,8.44207919654212,1.68665321717536
"DragonInc",1,5.69452964649487,632.185662992534,0.649361381866821,2.25296789767686,1.6572976682091
"KittenInc",50,20.9665124751544,8585.11877992597,1.02907040536211,14.702377213447,1.33739537274693
"KittenInc",5,8.72074062665743,2064.04487538339,0.391355657624534,3.99492966341466,1.68290659663208
"DragonInc",10,9.36799904519635,3842.86973411465,0.52522726070627,4.175173628045,1.41606274976971
"KittenInc",50,19.8905812401006,9049.50930428868,1.2569069146076,13.8747072556856,1.85448445409188
"DragonInc",5,6.06869492900013,2966.04133353028,0.399849134684967,2.42396175519786,1.61757586392025
"KittenInc",10,13.4306936563945,2680.42745378679,0.646407864507535,8.66647075526234,1.35706744054008
"KittenInc",10,12.9661262770352,2776.46532440154,0.939578092546806,8.78331744465314,2.11040090617012
"DragonInc",5,8.53741241910027,2108.36716283374,0.994533056142608,3.6628764575544,1.40064997075034
"DragonInc",5,8.36219726875099,2152.54429206841,0.975924546311531,4.21909200411609,0.943570455714823
"DragonInc",5,6.39611883083673,2814.20662687176,1.07417384475476,2.97639964334447,1.09273977963283
"DragonInc",50,14.3729077814795,12523.5618802162,1.07659488491303,8.06794003385677,1.16195716413268
"KittenInc",1,4.74273061723107,759.056393993925,0.581426831053557,1.44209459402519,1.39804137135323
"DragonInc",1,4.60877788087294,781.118138702343,0.853352932630293,1.99130228474383,1.31242293352218
"DragonInc",50,13.6046036267258,13230.8154606133,0.996594905435807,7.0415044152426,1.04472111698138
"DragonInc",1,6.42933808040023,559.933224070852,0.798589108674463,2.44006853915299,1.76011030453215
"KittenInc",1,4.72121123318263,762.516189637462,0.855880303968615,1.5819932114154,1.60093204014511
"DragonInc",10,8.33800874429042,4317.5776260311,0.921992031733869,3.24628096311554,1.47383134489189
"DragonInc",10,9.83556817203502,3660.18509254575,0.701281936503965,3.82636547454396,1.21283234713525
"DragonInc",50,12.4629362153911,14442.8244587908,1.02871970031234,6.42863767247984,1.43352845165318
"KittenInc",5,8.4158910296502,2138.81096328171,0.702193286939197,4.77718957602276,1.92432013308798
"KittenInc",10,12.9661262770352,2776.46532440154,0.939578092546806,8.78331744465314,2.11040090617012
"DragonInc",10,8.52496632038786,4222.89058361489,0.975991113332427,4.28347447980484,1.65690661726257
"DragonInc",50,14.7295581798915,12220.325810297,1.17792769788844,7.63377785125006,1.40274405811696
"DragonInc",5,7.22424123925025,2491.6111469539,0.986055196359455,3.25008382769463,0.704679358822769
"DragonInc",10,8.72961251033809,4123.8943833265,0.729230896894442,4.12138724849471,1.28116879391616
"DragonInc",50,12.3426570853028,14583.5697091786,1.13563773238195,7.53264059046848,1.06403291406952
"DragonInc",5,6.56635805840273,2741.24557934608,0.559973010274709,2.6926556568219,1.47699312576882
"KittenInc",50,19.8861202166872,9051.53936708859,1.03782824425495,12.8120757719861,1.53283825225715
"DragonInc",50,12.6223276393538,14260.4442811956,0.467712603791896,6.42566373513204,1.57714463252643
"KittenInc",1,6.51152199743894,552.86613504737,0.686774278365693,2.0151948852392,1.47446485883409
"KittenInc",50,20.7443923446445,8677.04375281304,0.884459479993644,14.6410418354139,1.65228538955394
"KittenInc",50,22.145470452228,8128.07297945169,0.65740808693647,14.3115344901077,1.39838675698836
"KittenInc",10,13.4782039066437,2670.97903024414,1.13843861944094,7.70760713892923,1.43813735795146
"DragonInc",1,3.45406307598248,1042.25079878601,0.931583967892697,1.31425497607807,0.956695843594732
"DragonInc",1,5.56245197317349,647.196599154837,0.743232770878774,2.44457992786827,1.68884614245489
"DragonInc",50,12.7411588316213,14127.4433808384,0.857440659424831,7.06271436184509,1.59258770624769
"KittenInc",50,22.6284422658154,7954.59085895296,0.920864336904284,16.0345197192614,1.40146391338896
"KittenInc",1,3.86826131914623,930.650672999145,1.10016704022298,1.2309948488269,1.23956615387503
"DragonInc",5,8.87732956629967,2027.63678711806,0.796695927349027,5.09365398298301,1.1777092983212
"KittenInc",50,20.5836773438163,8744.79311900382,0.514733211699827,13.0789673587424,1.45592404155759
"DragonInc",5,5.01699052052987,3587.8082540405,0.868993272292489,1.99676137164286,1.82154804358712
"KittenInc",10,13.6167160401137,2643.80926311065,1.177081171695,8.00403371234641,1.8979969973626
"KittenInc",1,3.61113929888766,996.915295155993,0.852588258113031,1.10669634502884,1.29434056741138
"DragonInc",50,12.7244406430277,14146.0049246746,1.04714775408215,7.05000070846671,1.60000509611184
"KittenInc",5,9.11916095799701,1973.86580661404,0.41054509684192,4.49806119443528,1.82741598063488
"KittenInc",1,4.63894270145133,776.038901897561,0.632791814752409,1.28319983220622,1.50659258424012
"DragonInc",1,4.40622901576685,817.025167579372,0.891572019745558,1.94846608167548,1.33194131344265
"DragonInc",10,10.1999783163367,3529.41926771952,0.776758690387115,5.41414973555783,1.25786379005736
"KittenInc",1,5.63286260496104,639.106658988871,0.749585817095406,1.63765726062163,1.36723092760453
"DragonInc",50,13.3927412654207,13440.1162863311,0.766045965855029,8.20228066431082,0.76171567160406
"KittenInc",50,21.051006331575,8550.66010454869,1.13829025222952,12.9740694061594,1.52989592435642
"KittenInc",50,20.6636887909904,8710.93258423839,1.24426092501001,14.1812427323965,1.61808412605525
"KittenInc",1,4.56855379738665,787.99553636849,1.05419349443994,1.18373504834082,1.26981404615639
"DragonInc",10,9.66439083382215,3725.01491496101,0.572799321924724,3.7624791672888,1.66950452510334
"DragonInc",5,5.01699052052987,3587.8082540405,0.868993272292489,1.99676137164286,1.82154804358712
"DragonInc",5,8.49281111722931,2119.43957678318,0.545285105571088,3.8460506361967,1.4460003969426
"DragonInc",5,5.43130016351391,3314.12359068634,0.632531443048086,2.35135336525849,1.50022828850476
"KittenInc",5,7.40541183799376,2430.65482295668,1.06212662935656,3.92405108611801,1.51155445682093
"KittenInc",1,6.89519346126496,522.102827168472,0.720252322293463,2.13482262336365,1.91472173345734
"KittenInc",5,8.04082955561964,2238.57499720536,1.06377763245985,4.33004767001845,1.69417275176088
"DragonInc",1,4.98877831386959,721.619557636272,0.973104909061187,1.84102016641128,1.44429255797938
"KittenInc",1,2.34354457909522,1536.13463644453,0.590326475391318,0.56121699082908,1.00645404430274
"KittenInc",10,13.7829697899079,2611.91895133948,0.82109962056122,7.77461761489509,1.42319561021525
